pass_index,shard_id,attempt,worker_model
4,pass_4_shard_079,1,gpt-5.4
4,pass_4_shard_080,1,gpt-5.4
4,pass_4_shard_081,1,gpt-5.4
4,pass_4_shard_082,1,gpt-5.4
4,pass_4_shard_083,1,gpt-5.4
5,pass_5_shard_001,1,gpt-5.4
5,pass_5_shard_002,1,gpt-5.4
5,pass_5_shard_003,1,gpt-5.4
5,pass_5_shard_004,1,gpt-5.4
5,pass_5_shard_005,1,gpt-5.4
5,pass_5_shard_006,1,gpt-5.4
5,pass_5_shard_007,1,gpt-5.4
5,pass_5_shard_008,1,gpt-5.4
5,pass_5_shard_009,1,gpt-5.4
5,pass_5_shard_010,1,gpt-5.4
5,pass_5_shard_011,1,gpt-5.4
5,pass_5_shard_012,1,gpt-5.4
5,pass_5_shard_013,1,gpt-5.4
5,pass_5_shard_014,1,gpt-5.4
5,pass_5_shard_015,1,gpt-5.4
5,pass_5_shard_016,1,gpt-5.4
5,pass_5_shard_017,1,gpt-5.4
5,pass_5_shard_018,1,gpt-5.4
5,pass_5_shard_019,1,gpt-5.4
5,pass_5_shard_020,1,gpt-5.4
5,pass_5_shard_021,1,gpt-5.4
5,pass_5_shard_022,1,gpt-5.4
5,pass_5_shard_023,1,gpt-5.4
5,pass_5_shard_024,1,gpt-5.4
5,pass_5_shard_025,1,gpt-5.4
5,pass_5_shard_026,1,gpt-5.4
5,pass_5_shard_027,1,gpt-5.4
5,pass_5_shard_028,1,gpt-5.4
5,pass_5_shard_029,1,gpt-5.4
5,pass_5_shard_030,1,gpt-5.4
5,pass_5_shard_031,1,gpt-5.4
5,pass_5_shard_032,4,gpt-5.4
5,pass_5_shard_033,4,gpt-5.4
5,pass_5_shard_034,4,gpt-5.4
5,pass_5_shard_035,4,gpt-5.4
5,pass_5_shard_036,4,gpt-5.4
5,pass_5_shard_037,4,gpt-5.4
5,pass_5_shard_038,4,gpt-5.4
5,pass_5_shard_039,4,gpt-5.4
5,pass_5_shard_040,4,gpt-5.4
5,pass_5_shard_041,4,gpt-5.4
5,pass_5_shard_042,4,gpt-5.4
5,pass_5_shard_043,4,gpt-5.4
5,pass_5_shard_044,4,gpt-5.4
5,pass_5_shard_045,4,gpt-5.4
5,pass_5_shard_046,4,gpt-5.4
5,pass_5_shard_047,4,gpt-5.4
5,pass_5_shard_048,4,gpt-5.4
5,pass_5_shard_049,4,gpt-5.4
5,pass_5_shard_050,4,gpt-5.4
5,pass_5_shard_051,4,gpt-5.4
5,pass_5_shard_052,4,gpt-5.4
5,pass_5_shard_053,4,gpt-5.4
5,pass_5_shard_054,4,gpt-5.4
5,pass_5_shard_055,4,gpt-5.4
5,pass_5_shard_056,4,gpt-5.4
5,pass_5_shard_057,4,gpt-5.4
5,pass_5_shard_058,4,gpt-5.4
5,pass_5_shard_059,4,gpt-5.4
5,pass_5_shard_060,4,gpt-5.4
5,pass_5_shard_061,4,gpt-5.4
5,pass_5_shard_062,4,gpt-5.4
5,pass_5_shard_063,4,gpt-5.4
5,pass_5_shard_064,4,gpt-5.4
5,pass_5_shard_065,4,gpt-5.4
5,pass_5_shard_066,4,gpt-5.4
5,pass_5_shard_067,4,gpt-5.4
5,pass_5_shard_068,4,gpt-5.4
5,pass_5_shard_069,4,gpt-5.4
5,pass_5_shard_070,4,gpt-5.4
5,pass_5_shard_071,4,gpt-5.4
5,pass_5_shard_072,4,gpt-5.4
5,pass_5_shard_073,4,gpt-5.4
5,pass_5_shard_074,4,gpt-5.4
5,pass_5_shard_075,4,gpt-5.4
5,pass_5_shard_076,4,gpt-5.4
5,pass_5_shard_077,4,gpt-5.4
5,pass_5_shard_078,4,gpt-5.4
5,pass_5_shard_079,4,gpt-5.4
5,pass_5_shard_080,4,gpt-5.4
5,pass_5_shard_081,4,gpt-5.4
5,pass_5_shard_082,4,gpt-5.4
5,pass_5_shard_083,4,gpt-5.4
