entry_id,persona_id,t_index,date,dimension,persisted_label,consensus_label,confidence_tier,consensus_agreement,label_changed,pass_1_label,pass_2_label,pass_3_label,pass_4_label,pass_5_label
0465b7ad__8,0465b7ad,8,2025-05-02,achievement,0,0,unanimous,5,false,0,0,0,0,0
0465b7ad__9,0465b7ad,9,2025-05-06,achievement,0,0,strong,4,false,0,0,1,0,0
0465b7ad__10,0465b7ad,10,2025-05-11,achievement,0,0,unanimous,5,false,0,0,0,0,0
0465b7ad__11,0465b7ad,11,2025-05-14,achievement,0,1,unanimous,5,true,1,1,1,1,1
056f46ad__0,056f46ad,0,2025-12-01,achievement,0,0,unanimous,5,false,0,0,0,0,0
056f46ad__1,056f46ad,1,2025-12-09,achievement,-1,-1,strong,4,false,0,-1,-1,-1,-1
056f46ad__2,056f46ad,2,2025-12-18,achievement,0,0,unanimous,5,false,0,0,0,0,0
056f46ad__3,056f46ad,3,2025-12-28,achievement,1,1,unanimous,5,false,1,1,1,1,1
058722a1__0,058722a1,0,2025-10-11,achievement,0,0,unanimous,5,false,0,0,0,0,0
058722a1__1,058722a1,1,2025-10-15,achievement,0,0,unanimous,5,false,0,0,0,0,0
058722a1__2,058722a1,2,2025-10-18,achievement,0,0,unanimous,5,false,0,0,0,0,0
058722a1__3,058722a1,3,2025-10-25,achievement,0,0,unanimous,5,false,0,0,0,0,0
058722a1__4,058722a1,4,2025-11-01,achievement,0,0,unanimous,5,false,0,0,0,0,0
058722a1__5,058722a1,5,2025-11-06,achievement,-1,-1,bare_majority,3,false,0,-1,-1,0,-1
06f1d745__0,06f1d745,0,2025-12-04,achievement,0,0,unanimous,5,false,0,0,0,0,0
06f1d745__1,06f1d745,1,2025-12-04,achievement,0,0,unanimous,5,false,0,0,0,0,0
06f1d745__2,06f1d745,2,2025-12-05,achievement,0,0,unanimous,5,false,0,0,0,0,0
06f1d745__3,06f1d745,3,2025-12-08,achievement,0,0,unanimous,5,false,0,0,0,0,0
06f1d745__4,06f1d745,4,2025-12-10,achievement,0,0,unanimous,5,false,0,0,0,0,0
06f1d745__5,06f1d745,5,2025-12-17,achievement,0,0,unanimous,5,false,0,0,0,0,0
075f8fdb__0,075f8fdb,0,2025-01-07,achievement,0,0,unanimous,5,false,0,0,0,0,0
075f8fdb__1,075f8fdb,1,2025-01-10,achievement,0,0,unanimous,5,false,0,0,0,0,0
075f8fdb__2,075f8fdb,2,2025-01-13,achievement,0,0,unanimous,5,false,0,0,0,0,0
075f8fdb__3,075f8fdb,3,2025-01-19,achievement,0,0,unanimous,5,false,0,0,0,0,0
075f8fdb__4,075f8fdb,4,2025-01-23,achievement,0,0,unanimous,5,false,0,0,0,0,0
075f8fdb__5,075f8fdb,5,2025-01-24,achievement,0,0,unanimous,5,false,0,0,0,0,0
075f8fdb__6,075f8fdb,6,2025-01-25,achievement,0,0,unanimous,5,false,0,0,0,0,0
075f8fdb__7,075f8fdb,7,2025-01-29,achievement,0,0,unanimous,5,false,0,0,0,0,0
08c7f073__0,08c7f073,0,2025-10-07,achievement,0,0,unanimous,5,false,0,0,0,0,0
08c7f073__1,08c7f073,1,2025-10-10,achievement,0,0,unanimous,5,false,0,0,0,0,0
08c7f073__2,08c7f073,2,2025-10-12,achievement,-1,-1,bare_majority,3,false,-1,-1,-1,0,0
08c7f073__3,08c7f073,3,2025-10-17,achievement,0,0,unanimous,5,false,0,0,0,0,0
08c7f073__4,08c7f073,4,2025-10-17,achievement,0,0,unanimous,5,false,0,0,0,0,0
08c7f073__5,08c7f073,5,2025-10-20,achievement,0,0,unanimous,5,false,0,0,0,0,0
08c7f073__6,08c7f073,6,2025-10-27,achievement,0,0,unanimous,5,false,0,0,0,0,0
08c7f073__7,08c7f073,7,2025-10-31,achievement,0,0,unanimous,5,false,0,0,0,0,0
08c7f073__8,08c7f073,8,2025-11-04,achievement,0,0,unanimous,5,false,0,0,0,0,0
0a2fe15c__0,0a2fe15c,0,2025-12-01,achievement,0,0,unanimous,5,false,0,0,0,0,0
0a2fe15c__1,0a2fe15c,1,2025-12-07,achievement,0,0,unanimous,5,false,0,0,0,0,0
0a2fe15c__2,0a2fe15c,2,2025-12-09,achievement,0,0,unanimous,5,false,0,0,0,0,0
0ad04582__0,0ad04582,0,2025-12-03,achievement,1,0,bare_majority,3,true,1,1,0,0,0
0ad04582__1,0ad04582,1,2025-12-06,achievement,0,0,unanimous,5,false,0,0,0,0,0
0ad04582__2,0ad04582,2,2025-12-06,achievement,0,0,unanimous,5,false,0,0,0,0,0
0ad04582__3,0ad04582,3,2025-12-12,achievement,0,0,unanimous,5,false,0,0,0,0,0
0ad04582__4,0ad04582,4,2025-12-13,achievement,-1,-1,bare_majority,3,false,-1,-1,-1,0,0
0ad04582__5,0ad04582,5,2025-12-19,achievement,0,0,unanimous,5,false,0,0,0,0,0
0ad04582__6,0ad04582,6,2025-12-19,achievement,0,0,unanimous,5,false,0,0,0,0,0
0ad04582__7,0ad04582,7,2025-12-22,achievement,1,0,strong,4,true,1,0,0,0,0
0ad04582__8,0ad04582,8,2025-12-28,achievement,0,0,unanimous,5,false,0,0,0,0,0
0ad04582__9,0ad04582,9,2025-12-31,achievement,0,0,unanimous,5,false,0,0,0,0,0
0ad04582__10,0ad04582,10,2026-01-01,achievement,1,1,bare_majority,3,false,1,0,1,0,1
0d272008__0,0d272008,0,2025-12-01,achievement,1,1,unanimous,5,false,1,1,1,1,1
0d272008__1,0d272008,1,2025-12-07,achievement,0,0,unanimous,5,false,0,0,0,0,0
0d272008__2,0d272008,2,2025-12-09,achievement,0,0,unanimous,5,false,0,0,0,0,0
0d272008__3,0d272008,3,2025-12-14,achievement,0,1,unanimous,5,true,1,1,1,1,1
0d272008__4,0d272008,4,2025-12-16,achievement,0,1,unanimous,5,true,1,1,1,1,1
0d272008__5,0d272008,5,2025-12-19,achievement,0,1,unanimous,5,true,1,1,1,1,1
0d272008__6,0d272008,6,2025-12-22,achievement,1,1,unanimous,5,false,1,1,1,1,1
0d272008__7,0d272008,7,2025-12-30,achievement,1,1,bare_majority,3,false,1,0,1,1,0
0d42f985__0,0d42f985,0,2025-08-13,achievement,1,1,unanimous,5,false,1,1,1,1,1
0d42f985__1,0d42f985,1,2025-08-18,achievement,1,1,strong,4,false,1,1,1,1,0
0d42f985__2,0d42f985,2,2025-08-18,achievement,0,0,unanimous,5,false,0,0,0,0,0
0d42f985__3,0d42f985,3,2025-08-25,achievement,1,1,unanimous,5,false,1,1,1,1,1
0d42f985__4,0d42f985,4,2025-08-26,achievement,0,0,unanimous,5,false,0,0,0,0,0
0d42f985__5,0d42f985,5,2025-09-01,achievement,1,1,unanimous,5,false,1,1,1,1,1
0d42f985__6,0d42f985,6,2025-09-05,achievement,1,1,unanimous,5,false,1,1,1,1,1
0d42f985__7,0d42f985,7,2025-09-08,achievement,0,0,strong,4,false,-1,0,0,0,0
0d42f985__8,0d42f985,8,2025-09-15,achievement,1,0,unanimous,5,true,0,0,0,0,0
0e9a45e9__0,0e9a45e9,0,2025-12-01,achievement,0,0,unanimous,5,false,0,0,0,0,0
0e9a45e9__1,0e9a45e9,1,2025-12-10,achievement,0,0,unanimous,5,false,0,0,0,0,0
0e9a45e9__2,0e9a45e9,2,2025-12-16,achievement,0,0,unanimous,5,false,0,0,0,0,0
0e9a45e9__3,0e9a45e9,3,2025-12-23,achievement,1,1,unanimous,5,false,1,1,1,1,1
0e9a45e9__4,0e9a45e9,4,2025-12-28,achievement,0,0,unanimous,5,false,0,0,0,0,0
0e9a45e9__5,0e9a45e9,5,2026-01-07,achievement,1,1,unanimous,5,false,1,1,1,1,1
0e9a45e9__6,0e9a45e9,6,2026-01-17,achievement,1,1,unanimous,5,false,1,1,1,1,1
0e9a45e9__7,0e9a45e9,7,2026-01-25,achievement,0,0,unanimous,5,false,0,0,0,0,0
0e9a45e9__8,0e9a45e9,8,2026-01-31,achievement,0,0,unanimous,5,false,0,0,0,0,0
110fcd4f__0,110fcd4f,0,2025-06-24,achievement,-1,-1,bare_majority,2,false,0,1,-1,0,-1
110fcd4f__1,110fcd4f,1,2025-06-25,achievement,0,1,bare_majority,3,true,1,1,0,1,0
110fcd4f__2,110fcd4f,2,2025-06-28,achievement,1,-1,unanimous,5,true,-1,-1,-1,-1,-1
114c62d8__0,114c62d8,0,2025-12-01,achievement,0,0,unanimous,5,false,0,0,0,0,0
114c62d8__1,114c62d8,1,2025-12-11,achievement,-1,1,bare_majority,2,true,1,1,-1,0,0
114c62d8__2,114c62d8,2,2025-12-13,achievement,0,0,unanimous,5,false,0,0,0,0,0
11a31f12__0,11a31f12,0,2025-07-28,achievement,0,0,unanimous,5,false,0,0,0,0,0
11a31f12__1,11a31f12,1,2025-07-31,achievement,0,0,unanimous,5,false,0,0,0,0,0
11a31f12__2,11a31f12,2,2025-08-04,achievement,0,0,unanimous,5,false,0,0,0,0,0
11a31f12__3,11a31f12,3,2025-08-06,achievement,1,0,bare_majority,3,true,1,0,1,0,0
11a31f12__4,11a31f12,4,2025-08-13,achievement,0,0,unanimous,5,false,0,0,0,0,0
11a31f12__5,11a31f12,5,2025-08-13,achievement,0,0,unanimous,5,false,0,0,0,0,0
11a31f12__6,11a31f12,6,2025-08-14,achievement,0,0,unanimous,5,false,0,0,0,0,0
11a31f12__7,11a31f12,7,2025-08-14,achievement,0,0,unanimous,5,false,0,0,0,0,0
11de77e8__0,11de77e8,0,2025-08-23,achievement,1,1,unanimous,5,false,1,1,1,1,1
11de77e8__1,11de77e8,1,2025-08-30,achievement,0,0,bare_majority,3,false,0,0,0,1,1
11de77e8__2,11de77e8,2,2025-09-05,achievement,0,0,unanimous,5,false,0,0,0,0,0
11de77e8__3,11de77e8,3,2025-09-10,achievement,0,0,unanimous,5,false,0,0,0,0,0
11de77e8__4,11de77e8,4,2025-09-12,achievement,0,0,unanimous,5,false,0,0,0,0,0
11de77e8__5,11de77e8,5,2025-09-19,achievement,1,0,bare_majority,3,true,0,1,0,1,0
11de77e8__6,11de77e8,6,2025-09-26,achievement,1,1,unanimous,5,false,1,1,1,1,1
11de77e8__7,11de77e8,7,2025-10-02,achievement,1,1,unanimous,5,false,1,1,1,1,1
11de77e8__8,11de77e8,8,2025-10-07,achievement,1,1,unanimous,5,false,1,1,1,1,1
11de77e8__9,11de77e8,9,2025-10-11,achievement,0,0,unanimous,5,false,0,0,0,0,0
11de77e8__10,11de77e8,10,2025-10-14,achievement,1,1,unanimous,5,false,1,1,1,1,1
11de77e8__11,11de77e8,11,2025-10-14,achievement,0,0,bare_majority,3,false,0,1,1,0,0
11fa5348__0,11fa5348,0,2025-06-02,achievement,-1,-1,strong,4,false,-1,-1,0,-1,-1
11fa5348__1,11fa5348,1,2025-06-07,achievement,-1,-1,bare_majority,3,false,-1,-1,0,1,-1
11fa5348__2,11fa5348,2,2025-06-12,achievement,1,1,unanimous,5,false,1,1,1,1,1
11fa5348__3,11fa5348,3,2025-06-18,achievement,-1,0,unanimous,5,true,0,0,0,0,0
11fa5348__4,11fa5348,4,2025-06-19,achievement,1,1,bare_majority,3,false,1,1,0,-1,1
11fa5348__5,11fa5348,5,2025-06-19,achievement,1,1,unanimous,5,false,1,1,1,1,1
11fa5348__6,11fa5348,6,2025-06-24,achievement,0,0,unanimous,5,false,0,0,0,0,0
11fa5348__7,11fa5348,7,2025-06-25,achievement,1,1,strong,4,false,0,1,1,1,1
11fa5348__8,11fa5348,8,2025-06-27,achievement,1,1,strong,4,false,0,1,1,1,1
11fa5348__9,11fa5348,9,2025-06-29,achievement,0,0,strong,4,false,0,0,0,0,1
11fa5348__10,11fa5348,10,2025-07-05,achievement,1,1,strong,4,false,1,0,1,1,1
11fa5348__11,11fa5348,11,2025-07-12,achievement,0,0,unanimous,5,false,0,0,0,0,0
127aefff__0,127aefff,0,2025-06-05,achievement,0,0,unanimous,5,false,0,0,0,0,0
127aefff__1,127aefff,1,2025-06-12,achievement,0,0,unanimous,5,false,0,0,0,0,0
127aefff__2,127aefff,2,2025-06-13,achievement,0,1,bare_majority,3,true,0,1,1,0,1
127aefff__3,127aefff,3,2025-06-14,achievement,0,0,unanimous,5,false,0,0,0,0,0
127aefff__4,127aefff,4,2025-06-14,achievement,0,0,unanimous,5,false,0,0,0,0,0
127aefff__5,127aefff,5,2025-06-19,achievement,0,0,unanimous,5,false,0,0,0,0,0
127aefff__6,127aefff,6,2025-06-26,achievement,0,1,unanimous,5,true,1,1,1,1,1
127aefff__7,127aefff,7,2025-06-27,achievement,0,0,unanimous,5,false,0,0,0,0,0
127aefff__8,127aefff,8,2025-06-29,achievement,0,0,unanimous,5,false,0,0,0,0,0
1496159d__0,1496159d,0,2025-07-08,achievement,0,0,unanimous,5,false,0,0,0,0,0
1496159d__1,1496159d,1,2025-07-11,achievement,0,0,unanimous,5,false,0,0,0,0,0
1496159d__2,1496159d,2,2025-07-16,achievement,0,0,unanimous,5,false,0,0,0,0,0
1496159d__3,1496159d,3,2025-07-21,achievement,0,0,unanimous,5,false,0,0,0,0,0
1496159d__4,1496159d,4,2025-07-22,achievement,0,0,unanimous,5,false,0,0,0,0,0
1496159d__5,1496159d,5,2025-07-22,achievement,0,0,unanimous,5,false,0,0,0,0,0
152df7a4__0,152df7a4,0,2025-02-12,achievement,0,0,unanimous,5,false,0,0,0,0,0
152df7a4__1,152df7a4,1,2025-02-18,achievement,0,0,unanimous,5,false,0,0,0,0,0
152df7a4__2,152df7a4,2,2025-02-24,achievement,0,0,unanimous,5,false,0,0,0,0,0
152df7a4__3,152df7a4,3,2025-03-03,achievement,0,0,unanimous,5,false,0,0,0,0,0
152df7a4__4,152df7a4,4,2025-03-08,achievement,0,0,unanimous,5,false,0,0,0,0,0
152df7a4__5,152df7a4,5,2025-03-14,achievement,0,0,unanimous,5,false,0,0,0,0,0
152df7a4__6,152df7a4,6,2025-03-16,achievement,0,0,unanimous,5,false,0,0,0,0,0
152df7a4__7,152df7a4,7,2025-03-21,achievement,0,0,unanimous,5,false,0,0,0,0,0
15f8d4b9__0,15f8d4b9,0,2025-08-11,achievement,1,1,strong,4,false,1,1,1,1,0
15f8d4b9__1,15f8d4b9,1,2025-08-18,achievement,0,0,unanimous,5,false,0,0,0,0,0
15f8d4b9__2,15f8d4b9,2,2025-08-25,achievement,1,1,unanimous,5,false,1,1,1,1,1
15f8d4b9__3,15f8d4b9,3,2025-08-26,achievement,0,0,unanimous,5,false,0,0,0,0,0
15f8d4b9__4,15f8d4b9,4,2025-09-05,achievement,1,0,unanimous,5,true,0,0,0,0,0
15f8d4b9__5,15f8d4b9,5,2025-09-08,achievement,0,0,unanimous,5,false,0,0,0,0,0
15f8d4b9__6,15f8d4b9,6,2025-09-15,achievement,1,0,unanimous,5,true,0,0,0,0,0
15f8d4b9__7,15f8d4b9,7,2025-09-15,achievement,0,0,unanimous,5,false,0,0,0,0,0
1628bd07__0,1628bd07,0,2025-05-15,achievement,1,1,unanimous,5,false,1,1,1,1,1
1628bd07__1,1628bd07,1,2025-05-20,achievement,1,1,unanimous,5,false,1,1,1,1,1
1628bd07__2,1628bd07,2,2025-05-25,achievement,1,1,unanimous,5,false,1,1,1,1,1
1628bd07__3,1628bd07,3,2025-05-25,achievement,1,1,unanimous,5,false,1,1,1,1,1
1628bd07__4,1628bd07,4,2025-06-01,achievement,0,0,unanimous,5,false,0,0,0,0,0
1628bd07__5,1628bd07,5,2025-06-06,achievement,0,0,unanimous,5,false,0,0,0,0,0
1628bd07__6,1628bd07,6,2025-06-08,achievement,1,1,unanimous,5,false,1,1,1,1,1
1628bd07__7,1628bd07,7,2025-06-10,achievement,1,1,strong,4,false,1,1,1,1,0
1628bd07__8,1628bd07,8,2025-06-13,achievement,0,0,unanimous,5,false,0,0,0,0,0
1628bd07__9,1628bd07,9,2025-06-19,achievement,1,1,unanimous,5,false,1,1,1,1,1
1628bd07__10,1628bd07,10,2025-06-20,achievement,0,1,strong,4,true,0,1,1,1,1
1628bd07__11,1628bd07,11,2025-06-24,achievement,1,1,unanimous,5,false,1,1,1,1,1
18415364__0,18415364,0,2025-01-05,achievement,0,0,unanimous,5,false,0,0,0,0,0
18415364__1,18415364,1,2025-01-06,achievement,0,0,unanimous,5,false,0,0,0,0,0
18415364__2,18415364,2,2025-01-13,achievement,1,1,unanimous,5,false,1,1,1,1,1
18415364__3,18415364,3,2025-01-19,achievement,0,0,unanimous,5,false,0,0,0,0,0
18415364__4,18415364,4,2025-01-20,achievement,0,0,strong,4,false,0,0,1,0,0
1ae9b1c1__0,1ae9b1c1,0,2025-12-26,achievement,0,0,unanimous,5,false,0,0,0,0,0
1ae9b1c1__1,1ae9b1c1,1,2025-12-28,achievement,0,0,unanimous,5,false,0,0,0,0,0
1ae9b1c1__2,1ae9b1c1,2,2026-01-02,achievement,0,0,unanimous,5,false,0,0,0,0,0
1b8b7276__0,1b8b7276,0,2025-07-05,achievement,0,0,strong,4,false,0,0,1,0,0
1b8b7276__1,1b8b7276,1,2025-07-09,achievement,0,0,unanimous,5,false,0,0,0,0,0
1b8b7276__2,1b8b7276,2,2025-07-15,achievement,1,1,unanimous,5,false,1,1,1,1,1
1b8b7276__3,1b8b7276,3,2025-07-19,achievement,0,0,unanimous,5,false,0,0,0,0,0
1b8b7276__4,1b8b7276,4,2025-07-24,achievement,0,0,unanimous,5,false,0,0,0,0,0
1b8b7276__5,1b8b7276,5,2025-07-31,achievement,1,1,unanimous,5,false,1,1,1,1,1
1b8b7276__6,1b8b7276,6,2025-08-07,achievement,1,1,strong,4,false,1,0,1,1,1
1b8b7276__7,1b8b7276,7,2025-08-13,achievement,1,1,unanimous,5,false,1,1,1,1,1
1b8b7276__8,1b8b7276,8,2025-08-19,achievement,0,0,unanimous,5,false,0,0,0,0,0
1bcd8599__0,1bcd8599,0,2025-02-11,achievement,0,0,unanimous,5,false,0,0,0,0,0
1bcd8599__1,1bcd8599,1,2025-02-11,achievement,0,0,unanimous,5,false,0,0,0,0,0
1bcd8599__2,1bcd8599,2,2025-02-15,achievement,1,1,strong,4,false,1,1,1,1,0
1bcd8599__3,1bcd8599,3,2025-02-22,achievement,0,0,strong,4,false,0,0,0,1,0
1bcd8599__4,1bcd8599,4,2025-02-22,achievement,0,0,unanimous,5,false,0,0,0,0,0
1bcd8599__5,1bcd8599,5,2025-02-28,achievement,0,1,unanimous,5,true,1,1,1,1,1
1bcd8599__6,1bcd8599,6,2025-03-06,achievement,0,0,unanimous,5,false,0,0,0,0,0
1bcd8599__7,1bcd8599,7,2025-03-10,achievement,0,0,unanimous,5,false,0,0,0,0,0
1bcd8599__8,1bcd8599,8,2025-03-11,achievement,0,0,unanimous,5,false,0,0,0,0,0
1bcd8599__9,1bcd8599,9,2025-03-12,achievement,0,0,unanimous,5,false,0,0,0,0,0
1d529c71__0,1d529c71,0,2025-03-24,achievement,0,0,unanimous,5,false,0,0,0,0,0
1d529c71__1,1d529c71,1,2025-03-31,achievement,0,0,unanimous,5,false,0,0,0,0,0
1d529c71__2,1d529c71,2,2025-04-03,achievement,0,0,strong,4,false,0,0,0,1,0
1d529c71__3,1d529c71,3,2025-04-05,achievement,0,0,unanimous,5,false,0,0,0,0,0
1d529c71__4,1d529c71,4,2025-04-09,achievement,0,0,unanimous,5,false,0,0,0,0,0
1d529c71__5,1d529c71,5,2025-04-16,achievement,0,0,unanimous,5,false,0,0,0,0,0
1d529c71__6,1d529c71,6,2025-04-16,achievement,0,-1,bare_majority,3,true,-1,0,-1,0,-1
1d529c71__7,1d529c71,7,2025-04-21,achievement,0,0,unanimous,5,false,0,0,0,0,0
1ed90155__0,1ed90155,0,2025-12-08,achievement,1,0,bare_majority,3,true,0,0,0,1,-1
1ed90155__1,1ed90155,1,2025-12-09,achievement,1,0,unanimous,5,true,0,0,0,0,0
1ed90155__2,1ed90155,2,2025-12-12,achievement,1,1,unanimous,5,false,1,1,1,1,1
1ed90155__3,1ed90155,3,2025-12-14,achievement,1,0,strong,4,true,0,0,0,1,0
1ed90155__4,1ed90155,4,2025-12-17,achievement,1,1,unanimous,5,false,1,1,1,1,1
1ed90155__5,1ed90155,5,2025-12-20,achievement,1,1,unanimous,5,false,1,1,1,1,1
1f86f569__0,1f86f569,0,2025-11-27,achievement,0,0,unanimous,5,false,0,0,0,0,0
1f86f569__1,1f86f569,1,2025-12-01,achievement,0,0,unanimous,5,false,0,0,0,0,0
1f86f569__2,1f86f569,2,2025-12-06,achievement,0,0,unanimous,5,false,0,0,0,0,0
1f86f569__3,1f86f569,3,2025-12-09,achievement,1,1,bare_majority,3,false,1,0,1,0,1
20730018__0,20730018,0,2025-06-02,achievement,0,0,unanimous,5,false,0,0,0,0,0
20730018__1,20730018,1,2025-06-09,achievement,0,0,unanimous,5,false,0,0,0,0,0
20730018__2,20730018,2,2025-06-15,achievement,0,0,unanimous,5,false,0,0,0,0,0
20730018__3,20730018,3,2025-06-20,achievement,0,0,unanimous,5,false,0,0,0,0,0
20730018__4,20730018,4,2025-06-26,achievement,0,0,unanimous,5,false,0,0,0,0,0
20730018__5,20730018,5,2025-07-03,achievement,0,0,unanimous,5,false,0,0,0,0,0
20730018__6,20730018,6,2025-07-04,achievement,0,0,unanimous,5,false,0,0,0,0,0
20730018__7,20730018,7,2025-07-06,achievement,0,0,unanimous,5,false,0,0,0,0,0
20730018__8,20730018,8,2025-07-13,achievement,0,0,unanimous,5,false,0,0,0,0,0
22b117be__0,22b117be,0,2025-04-28,achievement,0,0,unanimous,5,false,0,0,0,0,0
22b117be__1,22b117be,1,2025-04-30,achievement,0,0,unanimous,5,false,0,0,0,0,0
22b117be__2,22b117be,2,2025-04-30,achievement,1,0,unanimous,5,true,0,0,0,0,0
22b117be__3,22b117be,3,2025-05-01,achievement,0,0,unanimous,5,false,0,0,0,0,0
22b117be__4,22b117be,4,2025-05-03,achievement,1,1,unanimous,5,false,1,1,1,1,1
22b117be__5,22b117be,5,2025-05-08,achievement,1,1,unanimous,5,false,1,1,1,1,1
22b117be__6,22b117be,6,2025-05-14,achievement,0,0,unanimous,5,false,0,0,0,0,0
22b117be__7,22b117be,7,2025-05-15,achievement,1,1,unanimous,5,false,1,1,1,1,1
22b117be__8,22b117be,8,2025-05-19,achievement,-1,1,bare_majority,3,true,-1,-1,1,1,1
22b117be__9,22b117be,9,2025-05-25,achievement,0,0,unanimous,5,false,0,0,0,0,0
22b117be__10,22b117be,10,2025-05-30,achievement,1,1,strong,4,false,1,1,1,0,1
22b117be__11,22b117be,11,2025-05-30,achievement,1,1,bare_majority,3,false,1,1,1,0,0
236d4507__0,236d4507,0,2025-02-14,achievement,0,0,unanimous,5,false,0,0,0,0,0
236d4507__1,236d4507,1,2025-02-15,achievement,0,1,unanimous,5,true,1,1,1,1,1
236d4507__2,236d4507,2,2025-02-22,achievement,0,0,strong,4,false,0,0,0,-1,0
236d4507__3,236d4507,3,2025-02-28,achievement,0,0,unanimous,5,false,0,0,0,0,0
236d4507__4,236d4507,4,2025-03-01,achievement,1,1,unanimous,5,false,1,1,1,1,1
236d4507__5,236d4507,5,2025-03-04,achievement,0,1,bare_majority,3,true,0,0,1,1,1
23d101f8__0,23d101f8,0,2025-08-05,achievement,1,1,unanimous,5,false,1,1,1,1,1
23d101f8__1,23d101f8,1,2025-08-05,achievement,1,1,unanimous,5,false,1,1,1,1,1
